phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
747.11	rs4266947_T	NA	0.0821120231086931	0.153617968435888	1.08557741277476	0.592981155839731	logistic	428514	408	428106	0.678615869552038	0.05088048465161	2506		FALSE	FALSE	FALSE	Cardiac shunt/ heart septal defect	congenital anomalies
747.12	rs4266947_T	NA	0.299247263543398	0.312957069074045	1.34884310196756	0.338974889500115	logistic	428187	81	428106	0.680605002005809	0.0508796390362155	2504		FALSE	FALSE	FALSE	Valvular heart disease/ heart chambers	congenital anomalies
747.13	rs4266947_T	NA	-0.968616189793615	0.71441480896703	0.379607980206945	0.175157201961179	logistic	428156	50	428106	0.674840972955099	0.0508728127131233	2503		FALSE	FALSE	FALSE	Congenital anomalies of great vessels	congenital anomalies
747.2	rs4266947_T	NA	-0.0934440499313724	0.274225457918078	0.910788974706294	0.73328705788655	logistic	428254	148	428106	0.680287278686244	0.0508751815511355	2505		FALSE	FALSE	FALSE	Congenital anomalies of peripheral vascular system	congenital anomalies
748	rs4266947_T	NA	-0.170097391532311	0.590632922448236	0.843582654788136	0.77335307637939	logistic	428608	35	428573	0.680328226200649	0.0508774917873675	2508		FALSE	FALSE	FALSE	Anomalies of respiratory system, congenital	congenital anomalies
749	rs4266947_T	NA	-0.164979360325551	0.218539875151684	0.847911204518536	0.4502990775708	logistic	428823	250	428573	0.686505373043015	0.0508741368816505	2509		FALSE	FALSE	FALSE	Congenital anomalies of face and neck	congenital anomalies
749.1	rs4266947_T	NA	0.326574192993255	0.602157353944648	1.38621109309811	0.587584106161814	logistic	426399	21	426378	0.678070616251279	0.050888956118565	2495		FALSE	FALSE	FALSE	Cleft palate	congenital anomalies
749.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	428580	7	428573	0.679884573823544	0.0508784824303514	2508	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of skull and face bones	congenital anomalies
750	rs4266947_T	NA	-0.203720722029385	0.183665394069363	0.815690143667869	0.26734610374193	logistic	428546	370	428176	0.697029050630775	0.0508603510474955	2508		FALSE	FALSE	FALSE	Digestive congenital anomalies	congenital anomalies
750.1	rs4266947_T	NA	-0.151244447400426	0.213423589693735	0.859637536812311	0.478536405176202	logistic	428438	262	428176	0.695160820708536	0.0508638356074858	2508		FALSE	FALSE	FALSE	Upper gastrointestinal congenital anomalies	congenital anomalies
750.11	rs4266947_T	NA	-0.250005143474533	0.722731313045657	0.778796777339713	0.729404992616815	logistic	428201	25	428176	0.688425758505253	0.0508674664468322	2507		FALSE	FALSE	FALSE	Esophageal atresia/tracheoesophageal fistula	congenital anomalies
750.13	rs4266947_T	NA	-0.077980713287168	0.235281980384134	0.924982266238848	0.740315834561831	logistic	428378	202	428176	0.694452754796744	0.0508662909859983	2508		FALSE	FALSE	FALSE	Congenital anomalies of mouth/tongue	congenital anomalies
750.14	rs4266947_T	NA	-0.0135168671951509	0.723299071010732	0.986574075439929	0.985090162052443	logistic	428196	20	428176	0.688619011533426	0.0508680604209287	2507		FALSE	FALSE	FALSE	Congenital anomalies of esophagus	congenital anomalies
750.15	rs4266947_T	NA	NA	NA	NA	NA	logistic	428187	11	428176	0.687447168267897	0.0508667941810471	2507	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of stomach	congenital anomalies
750.2	rs4266947_T	NA	-0.320749562319316	0.360654452362749	0.725604947057454	0.373812735699399	logistic	428282	106	428176	0.689848578517277	0.0508648507291924	2507		FALSE	FALSE	FALSE	Lower gastrointestinal congenital anomalies	congenital anomalies
750.21	rs4266947_T	NA	-0.831425607881104	0.58429058569151	0.435428093916008	0.154746026452242	logistic	428242	66	428176	0.687599504081015	0.0508637639465536	2507		FALSE	FALSE	FALSE	Congenital anomalies of intestine	congenital anomalies
750.22	rs4266947_T	NA	0.104934622710555	0.514921931812559	1.11063799748028	0.838519607665235	logistic	428211	35	428176	0.689556560512023	0.0508686138375707	2507		FALSE	FALSE	FALSE	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	congenital anomalies
750.5	rs4266947_T	NA	NA	NA	NA	NA	NA	428176	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Congenital hypertrophic pyloric stenosis	congenital anomalies
751	rs4266947_T	NA	0.321435337373299	0.156667301610425	1.37910582653762	0.0401981845454361	logistic	428493	317	428176	0.678669589585844	0.050881811371481	2508		TRUE	FALSE	FALSE	Genitourinary congenital anomalies	congenital anomalies
751.1	rs4266947_T	NA	0.288353836647748	0.211958874616845	1.33422931984009	0.173695942229588	logistic	428354	178	428176	0.684063979825178	0.0508749772384523	2508		FALSE	FALSE	FALSE	Congenital anomalies of genital organs	congenital anomalies
751.11	rs4266947_T	NA	0.426189467053012	0.240014261302539	1.53141089955796	0.075785027373306	logistic	231781	125	231656	0.515823720197714	0.050674990616142	1354		FALSE	FALSE	FALSE	Congenital anomalies of female genital organs	congenital anomalies
751.12	rs4266947_T	NA	-0.389376406702187	0.588347070845634	0.677479214297788	0.508090347307805	logistic	196562	42	196520	0.52720805433439	0.051108556078998	1154		FALSE	FALSE	FALSE	Congenital anomalies of male genital organs	congenital anomalies
751.2	rs4266947_T	NA	0.378836162367102	0.245030250686959	1.46058371756037	0.122085452917755	logistic	428300	124	428176	0.681566301846975	0.0508743871118375	2507		FALSE	FALSE	FALSE	Congenital anomalies of urinary system	congenital anomalies
751.21	rs4266947_T	NA	0.257312344545398	0.298801713284043	1.29344906543239	0.389156817861544	logistic	428269	93	428176	0.67814764861138	0.0508710646813101	2507		FALSE	FALSE	FALSE	Cystic kidney disease	congenital anomalies
751.22	rs4266947_T	NA	0.303527778711986	0.733991156860871	1.35462922027434	0.679217932582629	logistic	428191	15	428176	0.688812188012388	0.050868654408897	2507		FALSE	FALSE	FALSE	Other specified congenital anomalies of kidney	congenital anomalies
751.3	rs4266947_T	NA	0.253016333765996	0.733572660747219	1.2879043129905	0.730162250441663	logistic	428191	15	428176	0.688812188012388	0.050868654408897	2507		FALSE	FALSE	FALSE	Obstructive genitourinary defect	congenital anomalies
752	rs4266947_T	NA	-0.197056399909232	0.255674189144154	0.821144319541536	0.440865520328834	logistic	428783	189	428594	0.686533262084256	0.0508765506095158	2508		FALSE	FALSE	FALSE	Nervous system congenital anomalies	congenital anomalies
752.1	rs4266947_T	NA	-0.302144667347433	0.307593024760356	0.739231114549125	0.3259584165898	logistic	428739	145	428594	0.684425720914703	0.0508759408404647	2508		FALSE	FALSE	FALSE	Neural tube defects	congenital anomalies
752.11	rs4266947_T	NA	-0.308813273120807	0.510674337267234	0.734317874110324	0.545367284957217	logistic	428646	52	428594	0.697753803354056	0.0508788137530736	2506		FALSE	FALSE	FALSE	Spina bifida	congenital anomalies
752.2	rs4266947_T	NA	0.138919770407303	0.461823109501275	1.14903190994334	0.763561428670237	logistic	428636	42	428594	0.698874771987095	0.0508811672374696	2505		FALSE	FALSE	FALSE	Other specified congenital anomalies of nervous system	congenital anomalies
753	rs4266947_T	NA	-0.50042766424045	0.508625765609242	0.60627132369706	0.325173603876615	logistic	428658	64	428594	0.697299170471512	0.050877389434001	2506		FALSE	FALSE	FALSE	Congenital anomalies of the eye	congenital anomalies
753.1	rs4266947_T	NA	-0.282597574613038	0.510760180825129	0.753823084374946	0.580066088506339	logistic	428646	52	428594	0.697753803354056	0.0508788137530736	2505		FALSE	FALSE	FALSE	Congenital cataract and lens anomalies	congenital anomalies
753.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	428595	1	428594	0.696709120890436	0.0508802015889126	2506	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of posterior segment of eye	congenital anomalies
754	rs4266947_T	NA	-0.267416964518145	0.360795815942535	0.765353879512558	0.458580407206225	logistic	428488	103	428385	0.678091654911627	0.0508812382143724	2508		FALSE	FALSE	FALSE	Congenital musculoskeletal deformities of spine	congenital anomalies
754.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428385	NA	NA	NA	NA	2506	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Lumbosacral spondylolysis, congenital	congenital anomalies
754.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	428386	1	428385	0.691190561195953	0.0508840158175104	2506	 [Error: < 15  cases or controls]	NA	NA	NA	Spondylolisthesis, congenital	congenital anomalies
755	rs4266947_T	NA	0.062986645550311	0.198348571202925	1.06501261647893	0.750822264542104	logistic	428633	248	428385	0.701944800169443	0.0508861893507966	2507		FALSE	FALSE	FALSE	Congenital anomalies of limbs	congenital anomalies
755.1	rs4266947_T	NA	0.243688955084433	0.244320498275372	1.27594739181102	0.318563063172564	logistic	428524	139	428385	0.699396509316932	0.0508886316752387	2507		FALSE	FALSE	FALSE	Congenital deformities of feet	congenital anomalies
755.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	428395	10	428385	0.690844533657666	0.0508829468131047	2506	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomaly of fingers/toes	congenital anomalies
755.4	rs4266947_T	NA	0.289202199406427	0.732877001611357	1.33536171057773	0.693129115037748	logistic	428400	15	428385	0.692160904622617	0.0508846872082166	2506		FALSE	FALSE	FALSE	Congenital anomalies of upper limb, including shoulder girdle	congenital anomalies
755.6	rs4266947_T	NA	-0.189814856187804	0.386762612427602	0.827112254484173	0.623582969206385	logistic	428468	83	428385	0.693317084872827	0.0508824462970397	2506		FALSE	FALSE	FALSE	Other congenital anomalies of lower limb, including pelvic girdle	congenital anomalies
755.61	rs4266947_T	NA	-0.221471057042805	0.457231981605156	0.801339114936002	0.62812081904198	logistic	428447	62	428385	0.692617492889621	0.0508826062500146	2506		FALSE	FALSE	FALSE	Congenital hip dysplasia and deformity	congenital anomalies
756	rs4266947_T	NA	-0.980884807766815	0.451975492612913	0.374979167545518	0.0299904258852373	logistic	428511	126	428385	0.690159330830653	0.0508750067092793	2506		TRUE	FALSE	FALSE	Other congenital musculoskeletal anomalies	congenital anomalies
756.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	428393	8	428385	0.690921450101973	0.0508831843657576	2506	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of abdominal wall; diaphram	congenital anomalies
756.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	428392	7	428385	0.690959903730784	0.0508833031429158	2506	 [Error: < 15  cases or controls]	NA	NA	NA	Pectus and other congenital anomalies of ribs/sternum	congenital anomalies
756.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	428388	3	428385	0.69111368762342	0.050883778257094	2506	 [Error: < 15  cases or controls]	NA	NA	NA	Pectus excavatum	congenital anomalies
756.22	rs4266947_T	NA	NA	NA	NA	NA	logistic	428386	1	428385	0.691190561195953	0.0508840158175104	2506	 [Error: < 15  cases or controls]	NA	NA	NA	Pectus carinatum	congenital anomalies
756.3	rs4266947_T	NA	-15.9413348310193	932.349595341729	1.19334563450885e-07	0.986358416095176	logistic	428417	32	428385	0.689997644377179	0.0508803338803082	2506		FALSE	FALSE	FALSE	Congenital anomalies of muscle, tendon, fascia, and connective tissue	congenital anomalies
756.5	rs4266947_T	NA	-0.71648882931039	0.506905727810352	0.488464330147637	0.15752175548925	logistic	428462	77	428385	0.691288609077547	0.0508796579393272	2506		FALSE	FALSE	FALSE	Congenital osteodystrophies	congenital anomalies
757	rs4266947_T	NA	NA	NA	NA	NA	logistic	428559	4	428555	0.696584745960503	0.0508821422487919	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital anomalies of the integument	congenital anomalies
758	rs4266947_T	NA	0.712571010582053	0.39865464393397	2.03922739989954	0.0738665012071904	logistic	428591	36	428555	0.684835983638969	0.0508853429026741	2509		FALSE	FALSE	FALSE	Chromosomal anomalies and genetic disorders	congenital anomalies
758.1	rs4266947_T	NA	1.01364137396121	0.537685914538579	2.75561699996692	0.0594038729900056	logistic	428571	16	428555	0.69836261336387	0.0508842175508842	2509		FALSE	FALSE	FALSE	Chromosomal anomalies	congenital anomalies
759	rs4266947_T	NA	-0.0752659783630958	0.284532220083596	0.927496759448147	0.791375152043807	logistic	428693	138	428555	0.685451978354046	0.0508802336403907	2509		FALSE	FALSE	FALSE	Other and unspecified congenital anomalies	congenital anomalies
759.1	rs4266947_T	NA	-0.311039059640795	0.385602865797054	0.732685256887463	0.419879355567493	logistic	428648	93	428555	0.682610761440807	0.0508785763610235	2509		FALSE	FALSE	FALSE	Anomalies of endocrine glands, congenital	congenital anomalies
760	rs4266947_T	NA	-0.0101659586308347	0.0478772040329539	0.989885540067655	0.831846465612846	logistic	428858	4652	424206	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Back pain	symptoms
761	rs4266947_T	NA	-0.0101849184150714	0.119539202214367	0.989866772229314	0.932101204226392	logistic	428858	743	428115	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Cervicalgia	symptoms
763	rs4266947_T	NA	0.0983475593641374	0.141549466882337	1.10334619677807	0.487185121458149	logistic	427666	482	427184	0.670813225785178	0.0508726436050563	2498		FALSE	FALSE	FALSE	Thoracic or lumbosacral neuritis or radiculitis, unspecified	symptoms
764	rs4266947_T	NA	0.0908434871827826	0.111196437905691	1.09509759503514	0.413948998926663	logistic	427969	785	427184	0.668962384306823	0.0508751802116508	2501		FALSE	FALSE	FALSE	Sciatica	symptoms
765	rs4266947_T	NA	-0.236851576206771	0.295385950624697	0.789108401788422	0.42264687719748	logistic	427332	148	427184	0.651541380951159	0.0508644332743628	2496		FALSE	FALSE	FALSE	Cervical radiculitis	symptoms
766	rs4266947_T	NA	0.0811004838372698	0.174210156735545	1.0844798637901	0.641550192984142	logistic	427506	322	427184	0.678684986762855	0.0508706310554706	2500		FALSE	FALSE	FALSE	Neuralgia, neuritis, and radiculitis NOS	symptoms
767	rs4266947_T	NA	NA	NA	NA	NA	NA	427184	NA	NA	NA	NA	2495	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cervicocranial/Cervicobrachial syndrome	symptoms
770	rs4266947_T	NA	-0.120973158768964	0.283964849316517	0.886057742154266	0.670097240578281	logistic	428858	145	428713	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Myalgia and myositis unspecified	symptoms
771	rs4266947_T	NA	-0.177918027511924	0.128992168062629	0.837011032553587	0.167804354954828	logistic	428730	738	427992	0.685540570962866	0.0508781750752222	2508		FALSE	FALSE	FALSE	Musculoskeletal symptoms referable to limbs	symptoms
771.1	rs4266947_T	NA	-0.394933826700438	0.33954945249374	0.673724620354937	0.244784322177442	logistic	428122	130	427992	0.69821059437368	0.0508873638822579	2504		FALSE	FALSE	FALSE	Swelling of limb	symptoms
771.2	rs4266947_T	NA	NA	NA	NA	NA	NA	427992	NA	NA	NA	NA	2503	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cramp of limb	symptoms
772	rs4266947_T	NA	-0.460694584337298	0.509010695048314	0.63084531801969	0.365423855510809	logistic	428790	60	428730	0.685498603273231	0.0508745539774715	2509		FALSE	FALSE	FALSE	Symptoms of the muscles	symptoms
772.1	rs4266947_T	NA	-0.238124735827731	0.722443291119183	0.788104380110255	0.741694453632809	logistic	428755	25	428730	0.685332120383077	0.050876374619538	2509		FALSE	FALSE	FALSE	Muscular wasting and disuse atrophy	symptoms
772.2	rs4266947_T	NA	-0.928998167607457	1.01142341365264	0.394949185125882	0.358354177707882	logistic	428754	24	428730	0.684606529775608	0.0508753271106509	2509		FALSE	FALSE	FALSE	Spasm of muscle	symptoms
772.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	428739	9	428730	0.685190512039794	0.050877107051143	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Muscle weakness	symptoms
772.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	428741	11	428730	0.685876367861158	0.0508780359237862	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Rhabdomyolysis	symptoms
772.6	rs4266947_T	NA	NA	NA	NA	NA	NA	428730	NA	NA	NA	NA	2509	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Facial weakness	symptoms
780	rs4266947_T	NA	0.314432738925405	0.423438546047436	1.36948223661064	0.457742088809269	logistic	428858	43	428815	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Hypothermia/Chills	symptoms
781	rs4266947_T	NA	0.0988892203371353	0.127823043437923	1.10394399824081	0.439142780498957	logistic	428856	585	428271	0.687509960471307	0.0508737198500196	2509		FALSE	FALSE	FALSE	Symptoms involving nervous and musculoskeletal systems	symptoms
781.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428271	NA	NA	NA	NA	2503	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Loss of height	symptoms
781.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	428274	3	428271	0.659834611846781	0.0508669683426965	2503	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal posture	symptoms
782	rs4266947_T	NA	NA	NA	NA	NA	NA	428415	NA	NA	NA	NA	2506	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Symptoms involving skin and other integumentary tissue	symptoms
782.3	rs4266947_T	NA	-0.0321179144725312	0.162338081229374	0.968392387869136	0.843165677787679	logistic	428818	403	428415	0.6828755869776	0.0508689000928133	2508		FALSE	FALSE	FALSE	Edema	symptoms
782.6	rs4266947_T	NA	0.727165346349632	0.372410453782244	2.0692068018904	0.0508680638123154	logistic	428455	40	428415	0.687771728302571	0.0508746542810797	2507		FALSE	FALSE	FALSE	Pallor and flushing	symptoms
783	rs4266947_T	NA	-0.00132865453745197	0.084585253809188	0.9986722277332	0.987467444961805	logistic	428858	1460	427398	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Fever of unknown origin	symptoms
783.1	rs4266947_T	NA	NA	NA	NA	NA	NA	427398	NA	NA	NA	NA	2501	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Postprocedural fever	symptoms
785	rs4266947_T	NA	0.00515950292692652	0.0262408543539823	1.00517283608311	0.84412413866768	logistic	428858	15546	413312	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Abdominal pain	symptoms
788	rs4266947_T	NA	0.0248011845947076	0.0368948718777413	1.02511129234595	0.501448587701947	logistic	428858	7606	421252	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Syncope and collapse	symptoms
789	rs4266947_T	NA	0.0370567538824795	0.055232941238335	1.03775191561715	0.502273006279563	logistic	428858	3292	425566	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Nausea and vomiting	symptoms
789.1	rs4266947_T	NA	NA	NA	NA	NA	NA	425566	NA	NA	NA	NA	2484	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Persistent vomiting	symptoms
790	rs4266947_T	NA	-16.3318989829511	1454.78320178458	8.07507180235114e-08	0.99104286032521	logistic	428631	20	428611	0.696087675246702	0.0508770947504964	2508		FALSE	FALSE	FALSE	Nonspecific findings on examination of blood	symptoms
790.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	428623	12	428611	0.696391636535127	0.0508780443419975	2507	 [Error: < 15  cases or controls]	NA	NA	NA	Elevated sedimentation rate	symptoms
790.6	rs4266947_T	NA	-0.0954186285944287	0.229237417294812	0.908992324627503	0.677231692206743	logistic	428826	215	428611	0.688669882591602	0.0508772788963356	2508		FALSE	FALSE	FALSE	Other abnormal blood chemistry	symptoms
790.8	rs4266947_T	NA	NA	NA	NA	NA	NA	428611	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Elevated C-reactive protein (CRP)	symptoms
790.9	rs4266947_T	NA	NA	NA	NA	NA	NA	428611	NA	NA	NA	NA	2507	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal arterial blood gases	symptoms
792	rs4266947_T	NA	NA	NA	NA	NA	NA	215913	NA	NA	NA	NA	1262	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal Papanicolaou smear of cervix and cervical HPV	genitourinary
792.1	rs4266947_T	NA	NA	NA	NA	NA	NA	215913	NA	NA	NA	NA	1262	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Papanicolaou smear of cervix or vagina with atypical squamous cells	genitourinary
794	rs4266947_T	NA	NA	NA	NA	NA	logistic	428858	10	428848	0.687432534460407	0.0508734825979695	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	symptoms
796	rs4266947_T	NA	NA	NA	NA	NA	NA	181633	NA	NA	NA	NA	1064	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Elevated prostate specific antigen [PSA]	genitourinary
797	rs4266947_T	NA	NA	NA	NA	NA	logistic	428858	5	428853	0.687432534460407	0.0508734825979695	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Shock	symptoms
797.1	rs4266947_T	NA	NA	NA	NA	NA	logistic	428856	3	428853	0.687509960471307	0.0508737198500196	2509	 [Error: < 15  cases or controls]	NA	NA	NA	Cardiogenic shock	symptoms
798	rs4266947_T	NA	-0.0198863895230437	0.0898565683827981	0.98031004047166	0.824849050691016	logistic	428858	1305	427553	0.687432534460407	0.0508734825979695	2509		FALSE	FALSE	FALSE	Malaise and fatigue	symptoms
798.1	rs4266947_T	NA	-0.42547088748299	0.509550243858971	0.653462005591726	0.403721648889522	logistic	427612	59	427553	0.728170199316891	0.0508732215185729	2500		FALSE	FALSE	FALSE	Chronic fatigue syndrome	symptoms
800	rs4266947_T	NA	0.0167108620159924	0.050559811238534	1.01685126949027	0.741009575411347	logistic	416674	4032	412642	0.670281391732405	0.050849105055751	2435		FALSE	FALSE	FALSE	Fracture of lower limb	injuries & poisonings
800.1	rs4266947_T	NA	0.0219883416570852	0.0683138605049604	1.02223186687133	0.747549413768974	logistic	414837	2195	412642	0.688425828915813	0.0508452717573408	2419		FALSE	FALSE	FALSE	Fracture of neck of femur	injuries & poisonings
800.2	rs4266947_T	NA	-0.0570246445531036	0.187450424357715	0.944570790554669	0.760966480454202	logistic	412952	310	412642	0.701829078691636	0.0508376276177377	2409		FALSE	FALSE	FALSE	Fracture of unspecified part of femur	injuries & poisonings
800.3	rs4266947_T	NA	0.0448860734543958	0.0914862547649068	1.04590869635611	0.623686831953927	logistic	413829	1187	412642	0.725473460241282	0.0508470890150279	2412		FALSE	FALSE	FALSE	Fracture of tibia and fibula	injuries & poisonings
800.4	rs4266947_T	NA	-0.0727819708292391	0.16438553246566	0.929803532220595	0.65794535648272	logistic	413052	410	412642	0.719381879453389	0.0508362143265255	2409		FALSE	FALSE	FALSE	Fracture of patella	injuries & poisonings
801	rs4266947_T	NA	0.0625279178974919	0.0844841693496113	1.06452417777989	0.459230814555172	logistic	414015	1373	412642	0.734253900778896	0.0508508145840127	2411		FALSE	FALSE	FALSE	Fracture of ankle and foot	injuries & poisonings
801.1	rs4266947_T	NA	-0.0533598696647731	0.128366277576277	0.948038780688297	0.677640897602594	logistic	413301	659	412642	0.699034984087903	0.0508358315126264	2407		FALSE	FALSE	FALSE	Fracture of foot	injuries & poisonings
802	rs4266947_T	NA	-0.0930615933383817	0.139554590657897	0.911137378574925	0.50486971569721	logistic	413226	584	412642	0.723783354175508	0.050832958235929	2407		FALSE	FALSE	FALSE	Fracture of pelvis	injuries & poisonings
803	rs4266947_T	NA	0.0247470909427956	0.0343704325443444	1.02505584183231	0.471518197131721	logistic	421413	8771	412642	0.713930437713298	0.0508681507215012	2463		FALSE	FALSE	FALSE	Fracture of upper limb	injuries & poisonings
803.1	rs4266947_T	NA	-0.0800594184251329	0.0809604364472002	0.923061497896641	0.322726317186093	logistic	414348	1706	412642	0.716611839574673	0.0508244277756861	2416		FALSE	FALSE	FALSE	Fracture of humerus	injuries & poisonings
803.2	rs4266947_T	NA	0.0347162151312358	0.0398698522769826	1.03532585729375	0.383896955069492	logistic	419064	6422	412642	0.699441991661735	0.0508681251551076	2444		FALSE	FALSE	FALSE	Fracture of radius and ulna	injuries & poisonings
803.21	rs4266947_T	NA	NA	NA	NA	NA	NA	412642	NA	NA	NA	NA	2405	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Colles' fracture	injuries & poisonings
803.3	rs4266947_T	NA	0.22245160920678	0.106305105843963	1.24913537153663	0.0363869401280338	logistic	413395	753	412642	0.746188367321862	0.0508617665912747	2413		TRUE	FALSE	FALSE	Fracture of clavicle or scapula	injuries & poisonings
804	rs4266947_T	NA	-0.0283292748224676	0.0783113874853059	0.972068236502715	0.717537614820036	logistic	414382	1740	412642	0.709535564793184	0.0508347370300834	2414		FALSE	FALSE	FALSE	Fracture of hand or wrist	injuries & poisonings
805	rs4266947_T	NA	-0.710434685623146	0.584978178380449	0.491430533238373	0.22457075384661	logistic	412700	58	412642	0.720731559118459	0.0508359583232372	2405		FALSE	FALSE	FALSE	Fracture of vertebral column without mention of spinal cord injury	injuries & poisonings
807	rs4266947_T	NA	0.275483524166733	0.216244333324207	1.31716740318953	0.202682684387679	logistic	412816	174	412642	0.730725415718089	0.0508458974458354	2407		FALSE	FALSE	FALSE	Fracture of ribs	injuries & poisonings
809	rs4266947_T	NA	-0.451526198678272	0.321880854932198	0.636655746609912	0.160684145854566	logistic	412793	151	412642	0.722356655942236	0.050832984086455	2405		FALSE	FALSE	FALSE	Fracture of unspecified bones	injuries & poisonings
816	rs4266947_T	NA	NA	NA	NA	NA	NA	428395	NA	NA	NA	NA	2508	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Cerebral laceration and contusion	injuries & poisonings
817	rs4266947_T	NA	-0.28371615616118	0.509980111339151	0.752980343207432	0.577986728637807	logistic	428447	52	428395	0.674205823329012	0.0508545981183204	2508		FALSE	FALSE	FALSE	Concussion	injuries & poisonings
818	rs4266947_T	NA	NA	NA	NA	NA	NA	428395	NA	NA	NA	NA	2508	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Intracranial hemorrhage (injury)	injuries & poisonings
818.1	rs4266947_T	NA	NA	NA	NA	NA	NA	428395	NA	NA	NA	NA	2508	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Subdural hemorrhage (injury)	injuries & poisonings
818.2	rs4266947_T	NA	NA	NA	NA	NA	NA	428395	NA	NA	NA	NA	2508	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Subarachnoid hemorrhage (injury)	injuries & poisonings
819	rs4266947_T	NA	0.340922707036461	0.136484515212063	1.40624454385321	0.0124936500461162	logistic	428806	411	428395	0.686402908324079	0.0508749877567012	2509		TRUE	FALSE	FALSE	Skull and face fracture and other intercranial injury	injuries & poisonings
823	rs4266947_T	NA	0.153597899344933	0.24343621351738	1.1660219343181	0.528068327944059	logistic	412234	151	412083	0.709576383689948	0.050821863310644	2404		FALSE	FALSE	FALSE	Torus fracture	injuries & poisonings
830	rs4266947_T	NA	-0.261030026334756	0.175069880505379	0.770257791249562	0.13596024344476	logistic	414270	430	413840	0.630346095276524	0.0508183069012963	2417		FALSE	FALSE	FALSE	Dislocation	injuries & poisonings
835	rs4266947_T	NA	0.0348045393164374	0.0267823350861527	1.035417305645	0.193760934468665	logistic	428437	14597	413840	0.677778895175991	0.0508837938833481	2508		FALSE	FALSE	FALSE	Internal derangement of knee	injuries & poisonings
836	rs4266947_T	NA	0.207151150844144	0.72929535533119	1.23016849873591	0.776377522224529	logistic	413856	16	413840	0.620827581718304	0.0508304821000541	2416		FALSE	FALSE	FALSE	Traumatic arthropathy	injuries & poisonings
840	rs4266947_T	NA	-0.024564197402829	0.178967395578373	0.97573504725183	0.890829116962464	logistic	428769	330	428439	0.686314397805804	0.0508770456819406	2508		FALSE	FALSE	FALSE	Sprains and strains	injuries & poisonings
